pax_tax,pax_fcny,avg_dist_cnt_m3,seg_flight,tkt_3y_amt,dist_cnt_y3,dist_i_cnt_y3,seat_walkway_cnt_y3,flt_bag_cnt_y1,dist_i_cnt_y2,pref_month_m3_1,seg_route_to,avg_dist_cnt_m6,tkt_avg_amt_y3,emd_lable2
29010.0,94700.0,3033.5,AB1006,0.0,0,0,0,0,0,0,JFK,3059.0,741.0081818,0
545.61,2774.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,4323.292222,0
282.96,470.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,779.025,0
293.66,300.0,0.0,AB1015,1152.94,13667,13667,1,0,0,0,LAX,0.0,0.0,0
455.51,836.0,0.0,AB1006,22210.16,110500,110500,6,0,97500,0,JFK,0.0,0.0,0
277.13,2200.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
453.86,1800.0,0.0,AB1010,12198.96,25934,25934,1,0,0,0,JFK,0.0,6099.48,1
283.71,280.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,437.0975,0
418.86,135.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
463.91,354.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1115.895,1
426.33,930.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
584.41,3116.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,12591.2925,0
260.56,480.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,805.775,0
279.63,1100.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
239.46,354.0,0.0,AB1009,2268.36,15762,15762,2,0,15762,0,LAX,0.0,0.0,0
453.86,820.0,0.0,AB1006,6857.3,27437,25934,0,0,0,0,JFK,0.0,0.0,0
463.81,904.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,1993.533333,0
282.53,568.0,0.0,AB1006,3916.76,29883,29883,4,2,29883,0,JFK,0.0,0.0,0
215.03,371.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
412.71,519.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,844.4,0
308.36,230.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,394.2,0
451.01,879.0,0.0,AB1006,10522.56,79112,77802,3,2,25934,0,JFK,0.0,0.0,0
283.51,305.0,0.0,AB1008,4843.69,54947,54947,4,0,54947,0,LAX,0.0,691.9557143,0
310.61,288.0,0.0,AB1008,1968.39,23902,23902,0,0,23902,0,LAX,0.0,0.0,0
299.53,84.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.61,1368.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,3213.153333,0
336400.0,636600.0,0.0,AB1009,3764.86,23902,23902,4,0,23902,0,LAX,0.0,941.215,0
590.3,550.0,0.0,AB1010,2614.57,34503,34503,3,0,34503,0,JFK,0.0,0.0,0
299.46,1085.0,0.0,AB1010,7168.26,26770,25934,0,0,0,0,JFK,0.0,0.0,0
310.96,270.0,0.0,AB1008,3869.01,35632,35632,6,0,11867,0,LAX,0.0,0.0,0
310.96,250.0,0.0,AB1008,3869.01,35632,35632,6,0,11867,0,LAX,0.0,0.0,0
279.96,480.0,0.0,AB1010,1792.07,16966,16966,0,0,0,0,JFK,0.0,0.0,0
372.4,519.0,0.0,AB1008,0.0,24871,24871,0,0,0,0,LAX,0.0,0.0,0
224.03,447.0,0.0,AB1009,6740.92,59053,59053,5,0,29598,0,LAX,0.0,842.615,0
280.46,545.0,0.0,AB1008,6740.92,59053,59053,5,0,29598,0,LAX,0.0,842.615,0
281.13,2000.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,2549.778,0
581.0,1329.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,1646.225,0
255.51,728.0,0.0,AB1010,4589.68,28705,28705,1,0,28705,0,JFK,0.0,1147.42,0
203.4,344.0,1019.0,AB1015,0.0,0,0,0,0,0,0,LAX,5943.0,414.5117647,0
8742.0,9000.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.43,418.0,0.0,AB1006,13697.4,36100,26478,11,5,26478,0,JFK,0.0,0.0,0
347.9,331.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
412.96,545.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,939.525,0
453.86,235.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
326.8,557.0,0.0,AB1010,5782.09,52412,52412,2,0,26478,0,JFK,0.0,1445.5225,0
416.61,225.0,0.0,AB1010,1425.42,34562,34562,1,0,34562,0,JFK,0.0,0.0,0
8748.0,6666.0,0.0,AB1006,742.93,14363,14363,1,2,14363,0,JFK,973.0,371.465,0
279.36,220.0,0.0,AB1008,2863.66,35559,35559,5,0,0,0,LAX,0.0,0.0,0
584.53,4304.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
8750.0,6666.0,0.0,AB1010,1445.89,27427,27427,1,3,27427,0,JFK,0.0,0.0,0
435.84,330.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,561.74,0
468.76,240.0,0.0,AB1009,5463.56,18500,10808,2,1,0,0,LAX,0.0,0.0,0
418.36,200.0,0.0,AB1008,680.9,13886,13886,1,0,0,0,LAX,0.0,340.45,0
370.11,456.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
346800.0,355000.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
347.7,693.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2378.766667,0
8713.0,18750.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1044.8425,0
573.8,300.0,0.0,AB1008,979.89,29761,29761,0,0,0,0,LAX,0.0,0.0,0
298.46,380.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,626.1375,0
298.36,135.0,0.0,AB1010,906.49,29644,29644,1,0,14789,0,JFK,0.0,226.6225,0
171.81,368.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,1328.0,458.565,0
283.61,230.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
301.41,456.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,104.725,0
153.81,840.0,0.0,AB1008,11684.45,49644,47369,5,1,30081,0,LAX,0.0,0.0,0
233.61,1047.0,0.0,AB1006,7882.2,26478,26478,2,0,26478,0,JFK,0.0,3941.1,0
276.41,705.0,0.0,AB1009,7482.3,44267,44267,3,0,29759,0,LAX,0.0,0.0,0
188.73,1267.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
419.91,213.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,593.3666667,0
277.56,220.0,0.0,AB1008,1508.23,27713,27713,1,0,0,0,LAX,0.0,377.0575,0
278.31,634.0,0.0,AB1009,4194.36,27691,27691,3,0,27691,0,LAX,0.0,0.0,0
254.31,304.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,483.8925,0
625.43,3530.0,0.0,AB1009,26624.05,24700,22475,1,2,22475,0,LAX,0.0,0.0,0
279.36,920.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
326.3,384.0,0.0,AB1010,3480.03,32672,32672,3,0,32672,0,JFK,0.0,0.0,0
417.56,361.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,618.72,0
417.96,330.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,568.89,0
223.96,430.0,0.0,AB1010,7800.56,53632,52754,3,0,10867,0,JFK,0.0,0.0,0
430.23,768.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
438.93,487.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
455.61,1145.0,0.0,AB1010,7253.8,26478,26478,2,0,26478,0,JFK,0.0,0.0,0
281.13,275.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
237.21,891.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
434.96,890.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
432.23,868.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
298.46,200.0,0.0,AB1008,1318.18,25660,25660,1,0,25660,0,LAX,0.0,0.0,0
226.63,337.0,0.0,AB1010,4603.8,52412,52412,4,0,39412,0,JFK,0.0,1150.95,0
279.66,109.0,0.0,AB1008,711.77,30732,30732,2,0,0,0,LAX,0.0,0.0,0
281.41,220.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,352.43,0
283.61,190.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
489.01,1200.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,823.2152,0
455.43,600.0,5481.0,AB1009,18076.65,78826,78672,9,6,78672,12,LAX,8159.25,1807.665,0
358.66,519.0,0.0,AB1006,8168.06,40472,39022,2,0,13088,0,JFK,0.0,0.0,0
280.06,150.0,0.0,AB1015,1192.45,27713,27713,0,0,0,0,LAX,0.0,298.1125,0
544.16,2827.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1680.0,0
250.56,601.0,0.0,AB1006,4092.2,27290,25934,0,0,0,0,JFK,0.0,0.0,0
255.51,229.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,358.1325,0
326300.0,1002800.0,0.0,AB1006,4650.87,14107,14107,2,0,14107,0,JFK,0.0,0.0,0
302.11,751.0,0.0,AB1008,5128.81,23057,21675,2,0,21675,0,LAX,0.0,1282.2025,0
265.53,485.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
339300.0,255000.0,0.0,AB1008,1516.23,23902,23902,3,2,23902,0,LAX,0.0,0.0,0
283.61,305.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
280.23,110.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
390.53,1536.0,0.0,AB1010,10701.31,47287,47287,1,0,47287,0,JFK,0.0,2675.3275,0
436.83,265.0,0.0,AB1010,1846.26,30738,30738,1,4,30738,0,JFK,2130.0,461.565,0
279.66,375.0,0.0,AB1010,2518.04,31972,31972,3,0,0,0,JFK,0.0,0.0,0
317.21,356.0,0.0,AB1006,6208.79,53331,48021,6,4,43065,0,JFK,0.0,0.0,0
423.61,474.0,0.0,AB1006,2975.02,32672,32672,1,0,32672,0,JFK,0.0,0.0,0
250.71,533.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1149.276667,1
454.51,257.0,0.0,AB1008,2897.96,21675,21675,2,0,21675,0,LAX,0.0,0.0,0
166.56,450.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,1482.95,0
454.43,114.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
264.26,255.0,0.0,AB1008,70960.61,118596,118303,6,7,106564,0,LAX,0.0,0.0,0
281.73,2150.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.33,456.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,949.646,0
574.8,590.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
573.4,690.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
298.46,99.0,0.0,AB1015,95.37,3710,3710,0,0,1855,0,LAX,0.0,0.0,0
439.61,190.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
441.43,449.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
30230.0,49000.0,0.0,AB1008,3016.05,26568,26568,1,0,26568,0,LAX,0.0,754.0125,0
283.31,250.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
163.61,1555.0,0.0,AB1008,10675.8,11949,10808,2,0,10808,0,LAX,0.0,0.0,0
163.61,1562.0,0.0,AB1008,10675.8,11949,10808,2,0,10808,0,LAX,0.0,0.0,0
415.01,476.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,809.435,0
543.76,3226.0,0.0,AB1006,46424.56,56071,52412,0,0,26478,0,JFK,0.0,0.0,0
467.96,165.0,6288.857143,AB1006,0.0,0,0,0,0,0,1,JFK,6092.7,1921.307619,0
241.91,638.0,0.0,AB1010,7086.48,21689,21689,1,0,21689,0,JFK,0.0,0.0,0
274.93,745.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
468.26,475.0,0.0,AB1006,3663.32,28427,25934,4,0,0,0,JFK,0.0,0.0,0
445.76,174.0,0.0,AB1006,6417.08,42402,38868,2,0,0,0,JFK,0.0,0.0,0
4765.0,16500.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
450.41,927.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,3066.38,0
453.66,1087.0,0.0,AB1010,2988.04,39478,39478,2,0,26478,0,JFK,0.0,0.0,0
441.33,336.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
275.81,403.0,0.0,AB1009,2622.69,29759,29759,0,0,29759,0,LAX,0.0,655.6725,0
367.7,1437.0,0.0,AB1009,7114.78,15363,13948,2,1,13948,0,LAX,0.0,0.0,0
454.51,532.0,0.0,AB1010,6727.72,41395,41395,2,0,26478,0,JFK,0.0,0.0,0
63.31,31.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,476.7525,0
154.13,2113.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
625.13,3392.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
625.13,3531.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
280.96,140.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,39.08,0
243.81,644.0,0.0,AB1006,6592.94,24138,24138,1,0,24138,0,JFK,0.0,3296.47,1
279.36,220.0,0.0,AB1008,1462.86,29455,29455,1,0,0,0,LAX,0.0,0.0,0
545.51,2565.0,0.0,AB1010,16249.78,36725,36725,1,0,36725,0,JFK,0.0,0.0,0
355200.0,200000.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
332200.0,850500.0,0.0,AB1008,8523.83,51605,51605,3,2,51605,0,LAX,0.0,1065.47875,0
440.56,255.0,0.0,AB1006,1684.7,26478,26478,0,0,26478,0,JFK,0.0,0.0,0
278.86,2054.0,0.0,AB1006,17779.4,15620,14450,2,0,1516,0,JFK,0.0,0.0,0
279.31,220.0,0.0,AB1009,152.83,3008,3008,1,0,3008,0,LAX,0.0,0.0,1
383.26,770.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1292.6,0
348000.0,320000.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
464.71,194.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
366.06,176.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
280.96,260.0,0.0,AB1008,2420.52,25149,25149,6,2,25149,0,LAX,0.0,0.0,0
454.06,149.0,0.0,AB1009,1009.8,25362,21675,0,0,10867,0,LAX,0.0,0.0,0
450.81,257.0,0.0,AB1006,1646.8,26478,26478,2,0,26478,0,JFK,0.0,0.0,0
299.73,205.0,0.0,AB1006,1646.8,26478,26478,2,0,26478,0,JFK,0.0,0.0,0
280.46,135.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,226.625,0
454.16,99.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1546.046667,0
255.71,713.0,0.0,AB1006,2045.5,32315,32315,0,0,32315,0,JFK,0.0,0.0,0
399.7,4508.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,17117.6,0
545.41,5147.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,17117.6,0
545.41,5679.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,17117.6,0
300.13,1900.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
163.13,353.0,0.0,AB1010,3198.47,24206,23606,0,2,23606,0,JFK,0.0,0.0,0
289.53,2750.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
299.36,355.0,0.0,AB1010,2345.38,29298,26478,0,0,26478,0,JFK,0.0,0.0,0
544.16,3435.0,0.0,AB1006,22639.74,25934,25934,0,0,0,0,JFK,0.0,0.0,0
544.16,2337.0,0.0,AB1008,49001.68,71072,63758,6,3,43350,0,LAX,0.0,0.0,0
300.13,542.0,0.0,AB1008,8695.78,23698,21675,0,2,21675,0,LAX,0.0,0.0,0
454.81,608.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1930.73,0
454.81,651.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1930.73,0
305.33,267.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
544.26,2280.0,1360.5,AB1009,0.0,0,0,0,0,0,12,LAX,1360.5,4279.671818,0
454.53,1012.0,3176.0,AB1010,16086.42,59006,59006,4,4,59006,1,JFK,6480.0,2681.07,0
454.95,612.0,3176.0,AB1010,16086.42,59006,59006,4,4,59006,1,JFK,6480.0,2681.07,0
164.53,687.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
287.16,200.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
242.86,285.0,0.0,AB1006,1878.41,25934,25934,0,0,25934,0,JFK,0.0,0.0,0
270.56,295.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.53,751.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2721.359231,1
454.53,585.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2721.359231,1
270.36,190.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
445.97,423.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1178.27,0
503.66,3468.0,0.0,AB1010,23896.6,25934,25934,2,0,0,0,JFK,0.0,0.0,0
283.31,545.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
215.56,430.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
443.63,195.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
468.66,1010.0,0.0,AB1006,33268.26,111788,104824,7,4,52956,0,JFK,0.0,0.0,0
455.31,171.0,0.0,AB1008,1536.74,32542,32542,0,1,32542,0,LAX,0.0,0.0,0
70.56,103.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2114.805,0
315.51,129.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,272.46,0
307.76,230.0,0.0,AB1015,910.64,14833,14833,0,0,0,0,LAX,0.0,0.0,0
454.51,775.0,0.0,AB1008,11696.54,96450,86700,12,4,86700,0,LAX,0.0,0.0,0
454.51,803.0,0.0,AB1008,11696.54,96450,86700,12,4,86700,0,LAX,0.0,0.0,0
279.86,260.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,872.4825,0
253.51,259.0,0.0,AB1008,842.78,14618,14618,1,0,14618,0,LAX,0.0,421.39,0
285.81,1056.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1712.5075,0
262.41,220.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,350.185,0
13614.0,44680.0,0.0,AB1010,8410.33,26478,26478,0,0,26478,0,JFK,0.0,0.0,0
301.31,632.0,0.0,AB1009,3984.45,22511,21675,4,0,21675,0,LAX,0.0,0.0,0
241.61,597.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2986.055,0
299.16,150.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,182.57,0
280.06,2100.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,2833.223333,0
299.06,1800.0,0.0,AB1015,809.69,1308,0,1,0,0,0,LAX,0.0,0.0,0
313.23,185.0,0.0,AB1009,1250.31,23965,21675,4,2,21675,0,LAX,0.0,0.0,0
227.81,312.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
280.96,1060.0,0.0,AB1006,3501.55,35130,35130,2,0,1110,0,JFK,0.0,1234.488,0
425.53,160.0,0.0,AB1008,1103.3,26015,26015,1,4,26015,0,LAX,0.0,0.0,0
465.11,1109.0,0.0,AB1010,20770.5,75164,75164,3,0,49230,0,JFK,0.0,0.0,0
291.71,211.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,335.86,0
300.61,537.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,1849.0,847.42,0
454.81,737.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,1696.4425,0
584.53,2936.0,0.0,AB1009,20189.29,21675,21675,2,0,21675,0,LAX,0.0,0.0,0
283.01,545.0,0.0,AB1009,3415.81,28674,28674,1,0,28674,0,LAX,0.0,0.0,0
455.33,725.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
450.91,1392.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,6485.5,2262.808974,0
171.21,735.0,0.0,AB1010,5019.53,14198,14198,2,0,14198,0,JFK,0.0,0.0,0
308.71,1390.0,0.0,AB1010,5019.53,14198,14198,2,0,14198,0,JFK,0.0,0.0,0
455.61,585.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
358.66,430.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
450.91,950.0,5409.666667,AB1010,0.0,0,0,0,0,0,10,JFK,5409.666667,1595.027143,0
466.21,895.0,0.0,AB1010,11034.17,52956,52956,0,0,52956,0,JFK,0.0,2758.5425,0
437.86,160.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
293.21,1835.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,4607.256667,0
454.61,627.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1750.3325,0
231.51,410.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1400.005,0
634.8,3650.0,0.0,AB1006,3689.48,16111,16111,3,2,8025,0,JFK,0.0,0.0,0
255.96,208.0,0.0,AB1015,138.17,2414,2414,0,0,2414,0,LAX,0.0,69.085,0
153.93,2169.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
219.06,460.0,0.0,AB1006,5415.37,27710,25094,4,0,0,0,JFK,0.0,0.0,0
323.41,381.0,0.0,AB1009,2391.31,23375,21675,2,0,21675,0,LAX,0.0,0.0,0
207.91,351.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
87.86,320.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.06,1122.0,0.0,AB1008,2312.76,21675,21675,1,0,0,0,LAX,0.0,3730.26,0
240.41,594.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2903.2,0
455.51,547.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2903.2,1
262.61,405.0,0.0,AB1008,2578.64,31583,31583,1,0,31583,0,LAX,0.0,644.66,0
453.66,722.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2489.315,0
433.66,680.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2489.315,0
277.63,292.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
303.01,2600.0,0.0,AB1006,16595.7,38946,38946,0,0,38946,0,JFK,0.0,0.0,0
268.26,2600.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,4163.2775,0
454.43,144.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
448.26,451.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
279.36,240.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,173.91,0
454.06,556.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,1866.715,0
255.76,200.0,0.0,AB1006,1326.0,29112,29112,0,0,29112,0,JFK,0.0,0.0,0
395.13,220.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
273.51,1853.0,0.0,AB1006,25920.88,41769,41769,2,0,28835,0,JFK,0.0,5184.176,0
279.86,200.0,0.0,AB1015,57.4,1000,1000,0,0,0,0,LAX,0.0,57.4,0
423.61,482.0,0.0,AB1006,3025.22,32672,32672,1,0,32672,0,JFK,0.0,756.305,0
302.01,205.0,0.0,AB1009,1404.17,34916,32542,4,2,32542,0,LAX,0.0,0.0,0
305.76,470.0,0.0,AB1008,3116.1,32527,32527,0,0,32527,0,LAX,0.0,0.0,0
284.01,540.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,5992.0,1084.048,0
572.6,400.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,264.59,0
543.96,3601.0,0.0,AB1010,47071.72,75976,74048,3,0,34314,0,JFK,0.0,0.0,0
78.56,34.0,0.0,AB1008,2296.24,24475,24475,2,0,0,0,LAX,0.0,0.0,0
282.23,620.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
280.36,200.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,321.3075,0
438.61,1658.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
434.33,1413.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.51,892.0,10837.5,AB1008,27754.51,85546,85546,5,2,43350,12,LAX,10837.5,4465.01375,0
455.05,2480.0,10837.5,AB1008,27754.51,85546,85546,5,2,43350,12,LAX,10837.5,4465.01375,0
299.91,212.0,0.0,AB1009,1322.41,22688,21380,3,0,0,0,LAX,0.0,0.0,0
545.51,2565.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
558.76,2243.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
276.16,220.0,0.0,AB1009,1508.24,27702,27702,1,0,0,0,LAX,0.0,377.06,0
300.43,110.0,0.0,AB1008,1806.77,36807,32483,0,4,32483,0,LAX,0.0,0.0,0
286.41,620.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,981.955,1
455.41,171.0,0.0,AB1008,8567.96,56187,52528,5,0,24815,0,LAX,0.0,951.9955556,0
453.96,345.0,0.0,AB1008,8567.96,56187,52528,5,0,24815,0,LAX,0.0,951.9955556,0
455.61,836.0,0.0,AB1006,6885.91,41787,39868,4,2,39868,0,JFK,0.0,0.0,1
299.43,501.0,0.0,AB1006,6885.91,41787,39868,4,2,39868,0,JFK,0.0,0.0,0
298.06,190.0,0.0,AB1008,842.47,14518,14518,0,0,0,0,LAX,0.0,0.0,0
541.01,5699.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
625.43,4009.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
455.53,1035.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
