emd_lable2,ffp_nbr,seat_middle_cnt_y3,prebuy_i_cnt_y2_d99,prebuy_i_cnt_y3_d3,prebuy_i_cnt_y3_d7,prebuy_i_cnt_y3_d99,avg_dist_cnt_y2,pit_avg_amt_y2,pit_avg_amt_y3
0,0.0,0,0,0,0,0,6976.666667,0.0,0.0
0,0.0,0,0,0,0,0,10477.85714,0.0,0.0
0,633000000000.0,0,1,0,0,1,9811.5,4618.5,4618.5
0,0.0,0,0,0,0,0,6781.0,0.0,0.0
0,0.0,0,0,0,0,0,6726.333333,0.0,0.0
0,0.0,0,0,0,0,0,5247.0,0.0,0.0
0,643000000000.0,1,4,0,0,4,7611.0,4551.333333,4551.333333
0,0.0,0,1,0,2,1,0.0,0.0,0.0
0,643000000000.0,0,4,0,0,4,0.0,5080.0,5080.0
0,653000000000.0,4,2,2,0,2,3983.3125,8120.25,8120.25
0,0.0,1,2,0,0,2,6841.25,0.0,0.0
0,623000000000.0,1,2,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6198.625,0.0,0.0
0,643000000000.0,2,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,4977.227273,0.0,0.0
0,643000000000.0,1,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7276.0,0.0,0.0
0,663000000000.0,1,2,0,0,4,8260.6,3120.5,3120.5
0,0.0,0,0,0,0,0,6136.0,0.0,0.0
0,0.0,0,0,0,0,0,5965.25,0.0,0.0
0,0.0,0,3,0,0,3,5635.0,0.0,0.0
0,0.0,0,0,0,0,0,5881.0,0.0,0.0
1,0.0,0,0,0,0,4,6913.5,0.0,0.0
0,0.0,3,4,0,0,4,6483.75,0.0,0.0
0,623000000000.0,0,2,0,0,3,0.0,3959.5,3959.5
0,0.0,1,0,1,0,1,0.0,0.0,0.0
0,0.0,0,2,0,0,4,5200.666667,0.0,0.0
0,633000000000.0,2,0,0,0,0,0.0,514.6666667,4480.8
0,0.0,0,2,0,0,2,4750.5,0.0,0.0
0,0.0,0,4,0,0,4,7469.5,0.0,0.0
0,604000000000.0,2,2,0,0,2,0.0,0.0,0.0
0,613000000000.0,0,2,0,0,2,0.0,2880.666667,2880.666667
1,651000000000.0,2,1,0,1,1,0.0,5933.0,5933.0
0,651000000000.0,2,1,0,1,1,0.0,5933.0,5933.0
0,0.0,2,1,0,0,2,8964.666667,0.0,0.0
1,620000000000.0,0,0,0,0,0,0.0,0.0,14831.5
0,661000000000.0,4,6,0,0,10,0.0,11272.5,11272.5
0,0.0,2,2,0,0,5,12879.33333,0.0,0.0
0,603000000000.0,2,3,0,0,3,5673.857143,4733.0,4733.0
0,0.0,0,0,0,0,0,7256.5,0.0,0.0
0,663000000000.0,1,2,0,0,2,0.0,4172.0,4172.0
0,0.0,0,0,0,0,0,11183.0,0.0,0.0
0,0.0,0,0,0,0,0,10847.33333,0.0,0.0
0,623000000000.0,3,2,1,0,5,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6317.666667,0.0,0.0
0,613000000000.0,1,0,0,0,2,12934.0,0.0,0.0
0,0.0,0,0,0,0,0,7475.0,0.0,0.0
1,633000000000.0,1,2,1,0,2,7597.333333,0.0,0.0
0,0.0,2,1,1,0,3,0.0,0.0,0.0
1,660000000000.0,0,0,0,0,0,0.0,0.0,5933.0
0,603000000000.0,3,0,0,0,3,0.0,0.0,0.0
0,663000000000.0,1,0,0,1,0,0.0,3007.0,3007.0
0,643000000000.0,0,0,0,2,1,0.0,0.0,0.0
0,0.0,2,0,2,0,0,3994.833333,0.0,0.0
0,633000000000.0,1,4,0,0,5,0.0,5215.0,2919.25
0,0.0,2,3,0,0,6,0.0,0.0,0.0
0,0.0,0,0,0,0,0,8564.5,0.0,0.0
0,601000000000.0,1,0,0,0,3,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7211.5,0.0,0.0
0,0.0,0,0,0,0,0,7104.0,0.0,0.0
0,0.0,0,0,0,0,0,6160.25,0.0,0.0
1,0.0,2,2,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7428.5,0.0,0.0
0,0.0,0,1,0,0,1,6007.0,0.0,0.0
0,0.0,0,0,0,0,0,5358.294118,0.0,0.0
0,0.0,0,0,0,0,0,3361.8,0.0,0.0
0,0.0,0,4,0,0,4,8061.75,0.0,0.0
0,653000000000.0,0,1,0,0,1,4810.333333,3024.75,3024.75
0,0.0,4,3,2,0,3,8353.857143,0.0,0.0
1,0.0,1,2,0,0,2,13239.0,0.0,0.0
0,601000000000.0,3,5,0,0,7,7869.916667,8091.615385,10115.3
0,0.0,0,0,0,0,0,12879.33333,0.0,0.0
0,0.0,0,0,0,0,0,5843.75,0.0,0.0
0,643000000000.0,0,2,0,0,4,0.0,0.0,0.0
1,0.0,2,2,0,0,2,10837.5,0.0,0.0
0,644000000000.0,9,2,3,4,2,0.0,2006.034483,1883.411765
0,0.0,0,0,0,0,0,1452.333333,0.0,0.0
0,0.0,2,2,0,0,4,10557.33333,0.0,0.0
0,0.0,2,17,0,1,21,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6256.0,0.0,0.0
0,643000000000.0,1,2,0,0,2,7181.5,0.0,0.0
0,663000000000.0,3,7,0,0,7,0.0,0.0,0.0
1,0.0,2,4,0,0,5,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7349.0,0.0,0.0
0,0.0,0,0,0,0,0,6120.125,0.0,0.0
1,613000000000.0,0,2,0,0,2,7169.5,0.0,0.0
0,613000000000.0,0,2,0,0,2,8532.0,0.0,0.0
0,0.0,1,4,0,0,4,5903.25,0.0,0.0
0,613000000000.0,0,1,0,0,1,10837.5,5215.0,5215.0
0,0.0,0,0,0,0,0,10969.33333,0.0,0.0
0,643000000000.0,0,0,0,0,0,0.0,6273.0,6273.0
0,0.0,0,0,0,0,0,6129.0,0.0,0.0
0,0.0,0,0,0,0,1,6676.0,0.0,0.0
0,0.0,0,0,0,0,0,5991.25,0.0,0.0
0,0.0,0,0,0,0,0,5747.4,0.0,0.0
0,0.0,2,4,0,0,4,7176.25,0.0,0.0
0,0.0,3,0,2,1,0,0.0,0.0,0.0
0,0.0,1,4,0,0,7,7639.0,0.0,0.0
1,0.0,0,4,0,0,4,5975.5,0.0,0.0
0,0.0,0,0,0,0,0,7044.0,0.0,0.0
1,0.0,0,0,0,0,0,7244.0,0.0,0.0
0,0.0,0,0,0,0,0,5832.4,0.0,0.0
0,643000000000.0,2,0,0,2,0,7129.0,0.0,0.0
0,663000000000.0,1,0,0,0,4,0.0,0.0,13038.0
0,623000000000.0,0,4,2,0,4,0.0,0.0,0.0
0,613000000000.0,0,4,0,0,4,0.0,2948.666667,2948.666667
0,613000000000.0,1,3,0,0,7,0.0,5933.0,5933.0
0,0.0,0,2,0,0,2,9213.666667,0.0,0.0
0,0.0,0,0,0,0,0,8009.75,0.0,0.0
0,0.0,0,0,0,0,0,9013.25,0.0,0.0
0,0.0,0,4,0,0,4,6703.5,0.0,0.0
1,0.0,0,0,0,0,0,13044.0,0.0,0.0
0,633000000000.0,0,0,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,9315.666667,0.0,0.0
0,653000000000.0,0,2,0,1,2,6814.75,9056.25,9056.25
0,653000000000.0,3,4,0,0,4,5975.5,0.0,0.0
1,0.0,0,0,0,0,0,12076.66667,0.0,0.0
1,0.0,1,4,0,0,4,0.0,0.0,0.0
0,0.0,3,3,0,0,3,7369.25,0.0,0.0
0,633000000000.0,0,2,0,0,2,8061.75,0.0,0.0
0,0.0,0,0,0,0,0,6954.0,0.0,0.0
0,0.0,0,0,0,0,0,3810.0,0.0,0.0
0,0.0,0,2,0,0,2,9784.0,0.0,0.0
0,0.0,0,0,0,0,0,8504.833333,0.0,0.0
0,0.0,1,4,0,0,4,7895.75,0.0,0.0
0,653000000000.0,0,10,1,0,17,0.0,24821.0,19142.91667
0,613000000000.0,5,17,0,2,25,7684.83871,0.0,0.0
0,663000000000.0,0,0,0,0,2,6813.5,0.0,0.0
1,0.0,0,0,0,0,0,13137.33333,0.0,0.0
0,633000000000.0,1,3,0,2,3,0.0,0.0,0.0
0,0.0,2,2,0,0,2,10837.5,0.0,0.0
0,633000000000.0,1,0,0,0,0,0.0,5933.0,5933.0
0,0.0,1,2,0,0,2,12967.0,0.0,0.0
0,624000000000.0,2,2,0,0,6,0.0,4746.5,5142.0
0,0.0,1,4,0,0,4,7842.75,0.0,0.0
0,0.0,0,0,0,0,0,8535.75,0.0,0.0
0,653000000000.0,0,2,0,0,2,0.0,4172.0,4172.0
0,0.0,1,2,0,0,3,0.0,0.0,0.0
0,640000000000.0,4,5,2,2,11,0.0,8945.774194,9058.204082
0,0.0,0,1,1,1,1,5229.2,0.0,0.0
0,0.0,1,3,0,0,3,6785.666667,0.0,0.0
0,603000000000.0,0,2,0,0,4,0.0,14938.5,16696.8
0,603000000000.0,4,4,0,0,4,0.0,0.0,0.0
0,623000000000.0,0,4,0,0,4,0.0,5830.0,5830.0
0,613000000000.0,0,0,0,2,0,0.0,7819.0,7819.0
0,0.0,0,0,0,0,0,6072.75,0.0,0.0
0,0.0,5,6,0,0,9,0.0,0.0,0.0
0,633000000000.0,2,2,0,1,2,0.0,5892.0,5892.0
0,650000000000.0,0,2,0,0,2,0.0,20860.0,20860.0
0,0.0,0,4,0,0,8,0.0,0.0,0.0
0,603000000000.0,0,4,0,0,4,5818.75,0.0,0.0
0,0.0,3,4,0,0,8,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7224.833333,0.0,0.0
0,603000000000.0,2,0,0,2,0,0.0,0.0,0.0
0,640000000000.0,0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,3510.666667,0.0,0.0
0,623000000000.0,2,0,0,0,4,0.0,0.0,0.0
0,0.0,3,2,0,1,4,0.0,0.0,0.0
0,620000000000.0,0,1,0,0,1,0.0,0.0,0.0
0,0.0,2,0,1,0,0,0.0,0.0,0.0
0,0.0,1,0,0,0,4,12934.0,0.0,0.0
0,0.0,1,3,0,0,4,13289.33333,0.0,0.0
0,0.0,0,0,0,0,0,1117.0,0.0,0.0
0,0.0,0,8,0,0,12,7501.2,0.0,0.0
0,664000000000.0,0,6,2,0,9,0.0,0.0,0.0
0,660000000000.0,8,6,0,1,8,0.0,0.0,2291.2
0,643000000000.0,0,3,0,0,3,0.0,0.0,0.0
0,0.0,0,0,0,0,0,8956.75,0.0,0.0
0,0.0,0,0,0,0,0,7214.0,0.0,0.0
0,0.0,0,0,0,0,0,5084.333333,0.0,0.0
0,0.0,0,3,0,0,3,9331.333333,0.0,0.0
0,0.0,0,0,1,1,0,6177.5,0.0,0.0
0,0.0,0,0,0,0,0,7998.2,0.0,0.0
0,641000000000.0,1,0,1,0,0,0.0,3886.666667,3201.5
0,633000000000.0,0,4,0,0,4,10837.5,21381.66667,21381.66667
0,623000000000.0,4,3,1,1,3,0.0,3849.5,3849.5
1,0.0,1,4,0,0,7,0.0,0.0,0.0
0,0.0,1,4,0,0,7,0.0,0.0,0.0
0,643000000000.0,3,0,0,0,3,0.0,0.0,0.0
1,0.0,0,0,0,0,0,6356.0,0.0,0.0
0,0.0,0,0,0,0,0,6356.0,0.0,0.0
0,0.0,0,0,0,0,0,4251.235294,0.0,0.0
0,0.0,0,0,0,0,0,8479.625,0.0,0.0
0,0.0,0,0,0,0,0,7207.0,0.0,0.0
0,663000000000.0,1,6,0,0,10,0.0,48303.0,28662.0
0,640000000000.0,1,2,0,0,4,0.0,6840.6,6355.909091
0,0.0,0,0,0,0,0,8267.333333,0.0,0.0
1,643000000000.0,0,0,1,1,0,0.0,5933.0,5933.0
0,663000000000.0,0,4,0,0,4,0.0,2065.0,2065.0
0,603000000000.0,1,8,0,0,18,5038.5,9828.8,7503.428571
1,623000000000.0,0,2,0,0,3,0.0,2783.333333,2783.333333
0,0.0,0,0,0,2,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0,4763.333333,0.0,0.0
0,643000000000.0,1,6,1,1,6,0.0,0.0,0.0
0,663000000000.0,1,0,0,2,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,4634.0,0.0,0.0
0,0.0,0,0,0,0,0,5348.571429,0.0,0.0
0,663000000000.0,1,6,0,0,6,0.0,2892.166667,2892.166667
0,0.0,0,0,0,0,0,7015.0,0.0,0.0
0,653000000000.0,1,4,0,0,4,0.0,2983.666667,2983.666667
0,0.0,0,0,0,0,0,5984.285714,0.0,0.0
0,633000000000.0,0,3,0,0,3,5995.25,15762.0,15762.0
0,633000000000.0,4,2,0,0,4,0.0,2989.666667,3879.8
0,0.0,0,0,0,0,0,4345.0,0.0,0.0
0,0.0,0,0,0,0,0,5808.5,0.0,0.0
0,0.0,0,4,0,0,4,7272.75,0.0,0.0
0,0.0,4,2,0,0,4,9538.0,0.0,0.0
0,0.0,0,0,0,0,0,9216.0,0.0,0.0
0,613000000000.0,9,2,1,2,4,0.0,5930.333333,6227.3
0,0.0,0,0,0,0,0,5186.5,0.0,0.0
0,660000000000.0,0,3,0,1,4,0.0,7545.25,7107.714286
1,621000000000.0,0,0,0,0,0,0.0,0.0,0.0
1,0.0,3,4,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7356.5,0.0,0.0
0,643000000000.0,0,2,0,0,2,13239.0,0.0,0.0
0,663000000000.0,4,0,0,1,1,0.0,0.0,4038.666667
0,0.0,0,0,0,0,0,7824.333333,0.0,0.0
0,623000000000.0,0,4,0,0,4,0.0,2685.666667,2685.666667
0,0.0,0,0,0,0,0,9063.0,0.0,0.0
0,640000000000.0,3,2,1,1,4,0.0,1124.0,6495.0
0,0.0,1,7,0,0,7,7849.571429,0.0,0.0
0,643000000000.0,1,4,0,0,4,0.0,2922.333333,2922.333333
0,0.0,0,0,0,0,0,8992.333333,0.0,0.0
0,623000000000.0,0,4,0,0,4,5975.5,0.0,0.0
0,0.0,4,0,0,0,0,0.0,0.0,0.0
0,643000000000.0,0,2,0,0,6,0.0,0.0,0.0
0,663000000000.0,0,0,5,1,0,7382.666667,0.0,0.0
0,0.0,0,0,0,0,0,4889.375,0.0,0.0
0,0.0,0,0,0,0,0,5931.2,0.0,0.0
0,651000000000.0,4,2,0,0,2,0.0,1163.5,1027.1875
0,0.0,2,2,1,0,2,13137.33333,0.0,0.0
0,0.0,0,2,0,0,2,7181.5,0.0,0.0
0,613000000000.0,0,0,0,0,4,0.0,0.0,3546.0
0,614000000000.0,1,3,0,0,3,0.0,0.0,0.0
0,663000000000.0,1,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7101.25,0.0,0.0
0,0.0,0,0,0,0,0,7411.0,0.0,0.0
0,0.0,3,2,0,0,4,5548.0,0.0,0.0
0,0.0,0,0,0,0,0,2910.0,0.0,0.0
0,0.0,0,0,0,0,0,1161.5,0.0,0.0
0,0.0,1,0,0,5,0,0.0,0.0,0.0
0,663000000000.0,1,0,0,0,2,0.0,0.0,3002.0
0,654000000000.0,1,2,0,0,2,0.0,821.0,821.0
0,603000000000.0,0,4,0,0,4,0.0,4914.0,4914.0
0,613000000000.0,0,1,1,1,1,0.0,0.0,0.0
0,623000000000.0,0,2,0,0,2,0.0,4746.5,4746.5
0,0.0,0,1,0,1,1,13137.33333,0.0,0.0
0,643000000000.0,0,0,1,2,1,0.0,0.0,4002.666667
0,0.0,0,0,0,0,0,7154.967742,0.0,0.0
0,603000000000.0,1,4,1,0,4,7882.6,4172.0,4172.0
0,663000000000.0,1,0,1,0,1,0.0,6544.0,6544.0
0,643000000000.0,1,0,0,0,4,6913.5,0.0,0.0
0,0.0,0,0,0,0,0,1343.0,0.0,0.0
0,603000000000.0,0,2,0,0,2,0.0,6350.0,6350.0
0,653000000000.0,1,0,1,0,0,5764.25,3886.666667,3886.666667
0,0.0,2,4,0,0,4,11821.75,0.0,0.0
0,0.0,3,4,0,0,4,7684.5,0.0,0.0
0,634000000000.0,2,4,0,0,6,0.0,2934.8,2438.0
0,623000000000.0,1,4,0,0,4,0.0,0.0,0.0
0,644000000000.0,2,2,0,3,4,0.0,24552.0,24552.0
0,623000000000.0,0,1,0,1,1,0.0,0.0,0.0
0,0.0,2,4,0,0,4,6642.0,0.0,0.0
0,663000000000.0,0,0,0,0,0,0.0,11790.0,11790.0
0,643000000000.0,0,2,0,0,4,0.0,15383.5,18165.66667
0,0.0,0,0,0,0,0,6292.352941,0.0,0.0
0,603000000000.0,0,2,0,0,3,0.0,3560.0,3560.0
0,0.0,4,4,0,0,4,7439.75,0.0,0.0
0,613000000000.0,1,1,0,0,3,0.0,5933.0,5933.0
1,0.0,1,2,0,0,2,12069.0,0.0,0.0
0,0.0,0,1,1,1,1,0.0,0.0,0.0
0,633000000000.0,1,6,0,0,6,6450.625,0.0,0.0
0,633000000000.0,0,6,0,0,6,0.0,0.0,0.0
0,650000000000.0,0,1,0,0,2,0.0,3447.5,4596.666667
0,643000000000.0,0,2,0,0,2,0.0,3560.0,3560.0
0,0.0,0,0,0,0,0,7006.666667,0.0,0.0
0,0.0,0,0,0,0,0,9797.0,0.0,0.0
0,0.0,0,0,0,0,0,10245.88889,0.0,0.0
0,633000000000.0,2,2,0,0,2,0.0,5649.0,5649.0
0,0.0,0,0,0,0,0,4126.642857,0.0,0.0
0,623000000000.0,1,2,1,1,2,9834.333333,9888.333333,9888.333333
0,663000000000.0,0,0,1,0,0,0.0,0.0,0.0
0,623000000000.0,4,1,2,0,1,0.0,6683.0,6683.0
0,0.0,0,0,0,0,0,2085.5,0.0,0.0
0,0.0,0,0,0,0,0,5751.0,0.0,0.0
0,643000000000.0,0,0,0,0,1,0.0,0.0,2443.333333
0,643000000000.0,1,2,0,1,2,0.0,3466.0,3466.0
0,0.0,1,2,0,0,2,7309.0,0.0,0.0
0,643000000000.0,0,0,0,1,0,0.0,2857.5,2857.5
0,0.0,0,0,0,0,0,1308.0,0.0,0.0
0,623000000000.0,0,1,0,0,1,0.0,0.0,0.0
0,623000000000.0,1,0,0,0,2,6029.0,0.0,5220.666667
0,0.0,1,3,1,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5786.75,0.0,0.0
0,0.0,0,0,0,0,0,5290.0,0.0,0.0
0,0.0,0,0,0,0,0,5868.0,0.0,0.0
0,633000000000.0,0,2,0,0,2,0.0,20860.0,20860.0
0,613000000000.0,0,4,0,0,4,0.0,3918.666667,3918.666667
0,0.0,0,0,0,0,0,5976.391304,0.0,0.0
0,653000000000.0,0,0,2,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6620.142857,0.0,0.0
0,653000000000.0,0,2,0,0,2,13239.0,0.0,0.0
0,0.0,0,0,0,0,0,5051.333333,0.0,0.0
0,0.0,0,0,0,0,0,13103.0,0.0,0.0
0,603000000000.0,1,0,1,0,0,0.0,0.0,0.0
0,0.0,1,2,0,0,2,1207.0,0.0,0.0
0,653000000000.0,1,0,0,0,2,10808.0,0.0,0.0
0,0.0,3,4,0,0,4,7895.75,0.0,0.0
0,0.0,0,0,0,0,0,7215.5,0.0,0.0
0,0.0,0,0,0,0,0,3097.0,0.0,0.0
0,643000000000.0,0,1,1,0,1,7208.75,11967.0,11967.0
0,663000000000.0,1,0,0,0,1,0.0,0.0,845.0
0,0.0,2,4,0,0,4,8168.0,0.0,0.0
0,603000000000.0,0,3,0,0,3,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5961.75,0.0,0.0
0,613000000000.0,1,0,2,1,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,5646.666667,0.0,0.0
0,0.0,3,4,0,0,8,10837.5,0.0,0.0
0,623000000000.0,2,0,0,0,4,0.0,0.0,3971.0
1,0.0,0,0,0,0,0,7329.25,0.0,0.0
0,613000000000.0,0,3,0,0,4,5694.8,4683.0,4683.0
1,613000000000.0,0,3,0,0,3,0.0,4080.25,4080.25
0,613000000000.0,0,3,0,0,3,0.0,4080.25,4080.25
0,0.0,4,2,5,4,2,0.0,0.0,0.0
0,663000000000.0,0,0,0,2,0,6162.4,13510.25,11474.2
0,643000000000.0,2,4,0,1,8,0.0,0.0,0.0
0,0.0,0,0,0,0,0,3659.75,0.0,0.0
0,0.0,1,2,0,0,2,5763.6,0.0,0.0
1,0.0,0,0,0,0,0,6567.0,0.0,0.0
0,660000000000.0,1,2,0,0,2,13239.0,0.0,0.0
0,643000000000.0,0,1,0,0,1,0.0,4752.0,4752.0
0,633000000000.0,0,0,1,0,1,0.0,0.0,0.0
0,654000000000.0,5,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,8099.25,0.0,0.0
0,603000000000.0,0,3,1,1,3,0.0,0.0,0.0
0,643000000000.0,1,0,0,0,3,0.0,0.0,0.0
0,0.0,0,0,0,0,0,10893.25,0.0,0.0
0,0.0,0,0,0,0,0,7993.0,0.0,0.0
0,0.0,0,0,0,0,0,3654.0,0.0,0.0
0,653000000000.0,0,3,0,0,5,0.0,5933.0,5933.0
0,630000000000.0,1,4,0,0,4,0.0,4316.75,4316.75
0,0.0,0,2,0,0,2,6128.5,0.0,0.0
0,613000000000.0,0,4,0,0,4,7439.75,0.0,0.0
0,0.0,0,0,0,0,0,6104.0,0.0,0.0
1,603000000000.0,0,1,0,0,1,0.0,0.0,0.0
0,663000000000.0,3,4,0,0,5,0.0,0.0,0.0
0,633000000000.0,4,4,0,0,4,0.0,4409.0,4409.0
0,0.0,0,0,0,0,0,5742.1875,0.0,0.0
0,663000000000.0,1,0,0,2,4,0.0,0.0,0.0
0,663000000000.0,0,1,0,0,1,6167.75,4336.666667,4336.666667
0,620000000000.0,0,2,1,1,2,0.0,5133.666667,8063.8
0,0.0,0,0,0,0,0,4562.5,0.0,0.0
0,0.0,0,0,0,0,0,5905.666667,0.0,0.0
0,0.0,1,0,0,0,0,6145.5,0.0,0.0
0,0.0,0,0,0,0,0,7006.75,0.0,0.0
0,633000000000.0,1,0,1,1,0,9303.0,0.0,0.0
1,633000000000.0,1,0,1,1,0,9303.0,0.0,0.0
0,0.0,0,0,0,0,0,5992.0,0.0,0.0
1,0.0,0,0,0,0,0,7310.375,0.0,0.0
0,0.0,0,0,0,0,0,8000.333333,0.0,0.0
0,613000000000.0,0,2,0,0,5,13239.0,0.0,0.0
0,623000000000.0,0,4,0,0,4,8625.75,0.0,0.0
1,0.0,0,2,0,0,4,5615.333333,0.0,0.0
0,621000000000.0,1,1,0,0,1,0.0,5933.0,5933.0
0,643000000000.0,2,4,1,0,6,0.0,2622.0,2622.0
0,653000000000.0,0,2,0,0,2,0.0,3424.0,3424.0
0,0.0,0,4,0,0,5,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6089.0,0.0,0.0
0,0.0,5,2,0,0,3,5019.6,0.0,0.0
0,0.0,2,2,0,0,6,0.0,0.0,0.0
0,603000000000.0,0,1,0,0,1,0.0,254.0,254.0
0,643000000000.0,3,2,0,0,4,0.0,3826.0,2529.0
1,663000000000.0,0,4,0,0,4,0.0,0.0,0.0
0,623000000000.0,2,1,1,1,1,0.0,3956.0,3956.0
0,633000000000.0,0,4,0,0,8,5951.666667,0.0,0.0
0,603000000000.0,0,6,0,0,8,0.0,0.0,0.0
1,0.0,0,0,0,0,0,8420.75,0.0,0.0
0,613000000000.0,0,2,0,0,2,0.0,3560.0,3560.0
0,0.0,0,0,0,0,0,7065.25,0.0,0.0
0,0.0,0,0,0,0,0,9679.666667,0.0,0.0
1,643000000000.0,0,5,0,0,5,11532.0,0.0,0.0
0,0.0,0,3,0,0,3,5723.75,0.0,0.0
1,643000000000.0,0,1,1,0,1,0.0,0.0,0.0
0,623000000000.0,0,0,1,0,0,0.0,0.0,0.0
0,663000000000.0,0,2,0,0,4,0.0,7185.0,8121.2
0,623000000000.0,0,5,0,0,5,8358.6,23730.0,23730.0
0,613000000000.0,6,8,0,0,13,11826.09091,14649.5,14649.5
0,613000000000.0,4,0,2,0,1,0.0,0.0,4002.666667
0,623000000000.0,0,0,1,0,0,0.0,5933.0,5933.0
0,0.0,0,0,0,0,0,6128.5,0.0,0.0
0,613000000000.0,0,2,0,0,4,0.0,0.0,0.0
0,623000000000.0,0,3,0,0,3,0.0,13155.0,13155.0
0,0.0,0,0,0,0,0,2763.0,0.0,0.0
0,0.0,1,0,0,2,1,0.0,0.0,0.0
0,633000000000.0,1,1,0,1,1,5294.666667,3060.75,2652.333333
0,643000000000.0,0,0,0,0,4,0.0,0.0,0.0
0,0.0,0,0,0,0,0,7259.75,0.0,0.0
0,0.0,0,0,0,0,0,5845.75,0.0,0.0
0,613000000000.0,3,2,0,0,2,8640.5,2345.5,2345.5
0,630000000000.0,4,2,0,1,4,4751.428571,0.0,0.0
1,0.0,3,2,1,0,3,11048.5,0.0,0.0
0,0.0,2,0,0,2,0,0.0,0.0,0.0
0,663000000000.0,0,1,0,0,1,10980.0,0.0,0.0
0,0.0,0,0,0,0,0,7415.666667,0.0,0.0
1,0.0,0,0,0,0,0,6913.5,0.0,0.0
0,0.0,0,0,0,0,0,7320.4,0.0,0.0
0,643000000000.0,0,2,0,0,2,7095.5,0.0,0.0
0,0.0,0,0,0,0,0,6676.0,0.0,0.0
0,0.0,0,0,0,0,0,8339.2,0.0,0.0
0,0.0,0,0,0,0,0,2048.5,0.0,0.0
1,0.0,0,0,0,0,0,6960.5,0.0,0.0
0,0.0,0,0,0,0,0,7151.333333,0.0,0.0
0,0.0,0,0,0,0,0,5991.125,0.0,0.0
0,631000000000.0,0,0,0,0,0,0.0,0.0,5215.0
1,0.0,0,0,0,0,0,6958.5,0.0,0.0
0,0.0,0,0,0,0,0,6847.5,0.0,0.0
0,603000000000.0,1,0,0,0,1,0.0,6433.0,6433.0
0,0.0,0,0,0,0,0,5417.666667,0.0,0.0
0,0.0,0,2,2,0,2,7684.5,0.0,0.0
0,0.0,0,10,0,0,14,0.0,0.0,0.0
0,0.0,4,4,0,0,4,6270.0,0.0,0.0
0,613000000000.0,0,1,0,1,3,0.0,1920.4,2631.875
0,0.0,0,0,0,0,0,5915.0,0.0,0.0
0,633000000000.0,0,2,0,0,4,0.0,7185.0,8121.2
0,0.0,0,3,1,0,3,0.0,0.0,0.0
0,603000000000.0,0,2,0,0,2,0.0,2345.5,2345.5
0,0.0,1,0,0,0,4,7134.0,0.0,0.0
0,613000000000.0,0,4,0,0,4,0.0,3148.0,3148.0
0,0.0,4,1,2,0,2,0.0,0.0,0.0
0,623000000000.0,2,0,3,1,0,1191.555556,1179.0,7496.071429
0,0.0,0,0,0,0,0,5951.875,0.0,0.0
1,0.0,0,0,0,0,0,5908.5,0.0,0.0
0,0.0,0,8,0,0,12,8312.8,0.0,0.0
0,633000000000.0,0,2,0,0,3,0.0,3685.0,3685.0
0,643000000000.0,0,0,0,0,0,0.0,0.0,544.0
0,613000000000.0,4,0,1,1,4,0.0,0.0,382.0
0,0.0,2,2,0,0,2,8449.0,0.0,0.0
0,0.0,5,3,0,0,5,0.0,0.0,0.0
1,0.0,0,0,0,0,0,7246.5,0.0,0.0
0,663000000000.0,1,4,0,0,4,0.0,3390.0,3390.0
0,613000000000.0,2,2,0,0,2,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6997.5,0.0,0.0
0,663000000000.0,0,0,0,0,0,0.0,0.0,4172.0
0,653000000000.0,1,2,1,0,6,0.0,4411.0,4897.0
0,0.0,0,1,0,0,1,6021.75,0.0,0.0
0,0.0,2,4,0,0,4,6967.25,0.0,0.0
0,0.0,0,1,0,0,2,9483.0,0.0,0.0
0,0.0,0,0,0,0,0,5445.333333,0.0,0.0
0,633000000000.0,0,4,0,2,8,0.0,0.0,0.0
0,0.0,0,0,0,0,0,6298.0,0.0,0.0
0,0.0,0,0,0,0,0,5991.2,0.0,0.0
0,0.0,0,0,0,0,0,6342.166667,0.0,0.0
